Khao Soi Khun Yai,This place was recommend to me by the guest house owner. I thought it would be wrong to visit Chiang Mai without trying the khao soi. The food here was very tasty and at a great price!,Therealellbee
Khao Soi Khun Yai,"The khao soi was good when it came, but it was a long wait considering it’s a simple dish and practically the only thing on the menu. While waiting we noticed that people who arrived after us got their drinks before us. We were also...",Bangkok
Khao Soi Khun Yai,"Tiny, hard to find, but fantastic Khao Soi.  Mostly locals eating, and really cheap, 2-3 dollars for lunch.  Get there early as it always has a line, deservedly so.",MeiFongLIOW
Khao Soi Khun Yai,"Really delicious, fresh with minimal oil. We visited several times on our one week trip. Highly recommend at least once!","Singapore, Singapore"
Khao Soi Khun Yai,I went here despite some advice not to from the previous posts. I was here on December 28 and the Khao Soi was delicious!,"Valor, Spain"
Khao Soi Khun Yai,I really liked this Khao Soy on Sri Poom road. The fried noodles on top are unique in comparison to other places. Highly recommend.,Cathyh1108
Khao Soi Khun Yai,"Our first meal in Chiang Mai - we got there just before they closed, really busy little cafe which speaks for itself. 

Chicken Khao soi was served fresh, hot and spicy - so delicious! And for 35 Baht as well! Worth the visit if you...","Kuala Lumpur, Malaysia"
Khao Soi Khun Yai,"This is one of my favorite places in CM..and for Khao Soi...just the best. No English anywhere and i love that!! You order, only 2 things to order, and pay later. The best Khao Soi...just can't imagine having to wait another year.",travelwithpride25
Khao Soi Khun Yai,"This has been my favorite Khao Soi place for some time.  My apartment is a two minute walk from the restaurant, and until about 3 weeks ago, I went there at least 4 times a week for lunch.

And then, everything changed.  About 3 weeks...",Vipul556
Khao Soi Khun Yai,We had lunch here one day and enjoyed pork Khao soi and spicy noodles. It was the best khao soi we ate in Chiang Mai and excellent price. Wasn’t as big a fan of the spicy noodles but would absolutely go back for khao soi....,"Dali, China"
Khao Soi Khun Yai,I kept wandering past this place and it's almost always full with a mix of locals and foreigners.  The opening hours are limited though so I decided to try it out for breakfast.  I got there about 10:15.  Most tables were occupied but I ordered...,John A
Khao Soi Khun Yai,After walking quite s long way looking forward to the khao soi  soup after reading the reviews I was SO DISAPPOINTED. I wanted to go to another restaurant that I loved the soup the last time j was in chiangmai but didn't because of the...,"Kanpur, India"
Khao Soi Khun Yai,"Don't let the appearance fool you and get there early. We got to Khao Soi Khun Ya just before noon and were able to just get a seat. 
We ordered two Khao Soi with chicken and two Longen juices. It was the best we've had...",traveller1968
Khao Soi Khun Yai,"This place is a little hard to find because no one seems to know the name of it but it is located near the ""Horse Temple"".It is definitely worth the trip just make sure you go before 2pm because she is only open for lunch,...",Sacramento
Khao Soi Khun Yai,"Love this place. Came in and out! Delicious chicken khao Soi, quick service, and nice atmosphere. One of my favorites in Chiangmai!","Vienna, Austria"
Khao Soi Khun Yai,"Delectable, mouthwatering and delicious! This little restaurant, located near the North Gate of the Old City, is only open between 10am and 2pm offers incredible savoury dishes of Northern Thai favourite, Khao Soi. The name literally means Grandmother's Khao Soi. Believe the hype!",firebirdinc
Khao Soi Khun Yai,"Very good food, amazing khao soi, we will come back to Chiang Mai for this. Very good, nice people. Easy to find just put in google!!!",A TripAdvisor Member
Khao Soi Khun Yai,While in Chaing Mai we sampled several versions of Khao Soi. This version is widely regarded the best and this was the best of the versions we tried ( not by default as all we tried were good).My wife and I shared a bowl of...,"Chiang Mai, Thailand"
Khao Soi Khun Yai,"We've never had khao soi before, until we stumbled upon one near our hotel. We thought it was really good and what khao soi was supposed to taste like until we tried THE KHAO SOI of Chiang Mai. The Khao Soi had everything that you...","Houston, Texas"
Khao Soi Khun Yai,"Having spent 4 days in Chiang Mai, I have eaten khao soi 4 times and it has quickly become my favourite Thai dish. The khao soi served at Khao Soi Khun Yai was perfectly balanced, full of flavour, great value and served in a very...",Road728989
Khao Soi Khun Yai,"The absolute best Khao Soi ever! I would fly back to Thailand just to eat here again. For an absolute party in your mouth, eat here! 🙌🏼❤️",Philippines
Khao Soi Khun Yai,I had seen a lot about this restaurant before i came to Chaing Mai and often this builds up so much expectance towards a place that you get disappointed. This however didnt happen this time around. The people serving here are quite friendly and the...,josephrU2380XA
Khao Soi Khun Yai,"This place was packed and I could tell why once we tasted our Khao Soi. Flavorful and fragrant soup with great noodles! And super cheap too! The restaurant is by no means fancy and has communal tables, but this was part of the experience and...",MooreAboutLori
Khao Soi Khun Yai,"The Khao Soi here is so complex, it is incredible. It’s spicy, savory, sweet, bitter, and overall delicious. My wife’s favorite food in all of Thailand.","London, United Kingdom"
Khao Soi Khun Yai,"That really good test, not too spicy. 
The restaurant just small and local style.
not expensive if you come let's try here.",AnaKuro
Khao Soi Khun Yai,"very good thick broth, and generous portions for the price.  I highly recommend this wonderful place.  There are better and more expensive, but not this accessible with many different types.","Bangkok, Thailand"
Khao Soi Khun Yai,"Great khao soi soup. 
Came here after recommendation and we did not disappointed. 
The flavours are great I would say it’s a bit spicey what I love but I’m not sure everyone could take it eg kids   
Great value for what is it 
You can...",lol_hargs
Khao Soi Khun Yai,I was quite lucky that the place I was staying at (Baan Ploy-in) was (give or take) about a two minute walk to Khao Soi Khun Yai. I didnt have to worry about running out of either option for the khao soi as long as...,NielsChristianMohr
Khao Soi Khun Yai,"We tried Beef Khao Soi and chicken hot and sour soup.

Khao soi taste a bit sweet, has a thick curry-like sauce. While the hot and sour soup is light, clear soup with (as describe in the name) sour and slightly hot taste.

Back to...",merry_setianingsih
Khao Soi Khun Yai,"Here we go...

5 hours and 2,700Km from home to reach destination: Chiang Mai and we're on a Khao Soi rampage!

10 days in Chiang Mai, I had over 13 Khao Soi in 11 different speciality restaurants: authentic small and local only. No chain, no...",JoelZ195
Khao Soi Khun Yai,"Solid noodles and soup, great mild flavors.  Seems to be more full of westerners on guided tours currently than locals, and there are more punchy soups around","Johannesburg, South Africa"
Khao Soi Khun Yai,"Yes, the place is opened 4 hours only a day and it takes quite some time for them to cook but it is worth the wait! The curry soup was rich and the crispy noodles on top were amazing. We had noodles with chicken and...","Kokkedal, Denmark"
Khao Soi Khun Yai,"touted best khao soi in chiang mai. this cosy little restaurant is located beside wat rajamontean within the old city. note that the opening hours are from 1000-1400. so come here early. while i was there, there were many locals, definitely one of the better...","Bogor, Indonesia"
Khao Soi Khun Yai,Khao Soi Khun Yai is a great local spot in the old city where you can see into an open kitchen and watch the magic happen. There are only a few items on the menu and the northern Thai dish of Khao Soi is not...,"Chico, California"
Khao Soi Khun Yai,"EAT HERE!
this place is easy to miss, nestled in between two temples and only open from 10am - 2pm.

We tried the chicken and the beef khao soi - one of the best we've ever had. friendly service, fast and busy place with a...",End33
Khao Soi Khun Yai,This is probably my favorite meal that I ate in all of Thailand. Khao Soi is a Thai dish with unique Middle Eastern influences that make it stand out from normal Thai food. Khao Soi Khun Yai is a small restaurant that specializes in Khao...,Inspire765767
Khao Soi Khun Yai,"We saw this place recommended on a YouTube video from someone who lived in Chiang Mai, and went to give it a try. The Khao Soi Chicken was so so tasty, amazing flavours however I'm not the best with spice, I knew it would be...",joshuasethliew
Khao Soi Khun Yai,"We’re lucky to time our brunch perfectly and managed to snag a table at Khak Soi Khun Yai. Though serving hours are limited, exceptional hospitality is abundant! The staff are friendly and all smiles as they serve the diners with the amazing noodles. We had...",Charles B
Khao Soi Khun Yai,"I and my girlfriend went to Khao Soi Khun Yai in April 26, 2018. I definitely recommend my friends who have plan to travel to Chiangmai in the near future because:
- Quality & Costing: There is no doubt to say that it is really...",Tim A
Khao Soi Khun Yai,"It's hard to have just one bowl of Khao Soi - it's so good.  If there are two of you eating, order 3.  Each bowl is only 35 baht!!!!  Just the right amount of kick to it.  Our kids loved the chicken noodle soup.  If...",beyatreese
Khao Soi Khun Yai,"Yes.., it used to be much quieter here but alas in the last few years the back peckers have discovered the place. Go early and add a little more chilli powder. Water and ice is usually free.","Singapore, Singapore"
Khao Soi Khun Yai,Very cheap but the taste was fab. 2 bowls of beef noodles and 2 cokes £2.74. Worth a visit. Very filling and crispy noodles are to die for.,France
Khao Soi Khun Yai,We just had an amazing meal here the food was very fresh and would definitely come back again keep up the good work!,"Melbourne, Australia"
Khao Soi Khun Yai,"Definitely best one in the Old City, this place is a house-hold name for anyone living in Chiang Mai and loving Khao Soi, the Northern Thai noodle-curry. Nice atmosphere, always busy and make sure to try the Longam juice!","Toronto, Canada"
Khao Soi Khun Yai,"Read about this place online as well as recommendations from friends who went and it lived up to its hype.  I got the chicken and my wife got the pork (90B for the both).  It was just the right amount of spicy for me, but...",NJDxx
Khao Soi Khun Yai,"I don’t want to over exaggerate, but this was honestly the most delicious meal I have had the pleasure of eating in my entire life!!! The Khao Soi and Lotus Root Juice will blow your mind! If you eat nothing else in Thailand, eat this!",Rachel N
Khao Soi Khun Yai,"I tried few khao soi around but this place seems to be the most authentic one.. curry soup is thick, i have been here 3 times tried beef chicken and porrk.. all of them served with good amount of meat and noooddles.. only open for...",heygauthey
Khao Soi Khun Yai,"A quick google search of best cheap eats in Chiang Mai returned this place. 

Decided to give the local dish a go and it was one of the best dishes I ate in my 3 week Thailand stay. 

Paid around 40 baht per meal for...","Morpeth, United Kingdom"
Khao Soi Khun Yai,"I ate a traditional northern Thai speciality dish here. Really tasty and excellent value for money. The service was good and it’s very trustworthy. Tip..Go for the vegetarian option, it’s got great variation.",detraveler2018
Khao Soi Khun Yai,"LOVED THE curry soup and also the spicy noodles with pork! 
This place is opened 4 hours only and there's a crowd so make sure you go early!
It is definitely worth the money and time!
Also, we loved the longan juice! 
HIGHLY RECOMMENDED! 

We...",Thang P
Khao Soi Khun Yai,I have tried over 10 places for Khao Soi. This is hands-down the best one that I’ve tried. But they’re only open for lunch and they do not have a veggie option.,leckerschmecke
Khao Soi Khun Yai,"Delicious Khao soi, we enjoyed both the chicken and the beef. Staff were friendly and food came out really quickly. Chicken was off the bone so a little less messy than Khao soi with chicken on the bone. So cheap, absolutely fantastic value. Only open...","Berlin, Germany"
Khao Soi Khun Yai,Khao Soi is their speciality and apparently one of the famous shop in Chiangmai. No doubt they lived up to their reputation with fast serving and delicious bowls of Thai staples. A good and safe place to eat for one who is adverse to street...,"Fremantle, Australia"
Khao Soi Khun Yai,"Khao Soi is one of my favorite Thai dishes. I’ve tried many, but Khao Soi Khun Yai is the best and I eat here every time I am in Chiang Mai. My Thai girlfriend agrees.",K2158JKjanetr
Khao Soi Khun Yai,Incredibly flavoursome northern Thai food. Great service too. The curry chicken noodles are one of the best meals I have had in Thailand so far.,"Ho Chi Minh City, Vietnam"
Khao Soi Khun Yai,"Without doubt, even if not the 'best' khao soi in the city, it must be the cheapest!  60 baht for a large bowl of this extremely spicy and tasty dish is ridiculous.  Good food doesn't get any cheaper.  For the Khao Soi enthusiast, you should...",Matterintravel
Khao Soi Khun Yai,If you like a little bit of spice get the Khao Soi.  Because of the ownership there is no beer but great place all around.,LiJames77
Khao Soi Khun Yai,Both large and small portions available. The juice drinks balance the spicy dishes excellently. 10/10.,"Xi'an, China"
Khao Soi Khun Yai,You have got to eat there. They have about 4 dishes -tradional dishesyou must try. Beware - it's spicy!. But really great kaho soy.,The Exotic Orient
Khao Soi Khun Yai,"True to hype, this place offered some of the tastiest Khao Soi noodles I’ve ever tasted. The local expertise in creating the soup base and the noodles were apparent and I really don’t think there are many kitchens in the world that can replicate this...",parrish194
Khao Soi Khun Yai,"Local prices for Khao Soi. 40 baht for chicken Khao Soi plus 10 for bottles water. One of the better places in town and add that to the price, it’s ridiculously good.",_D6695YL
Khao Soi Khun Yai,When your restaurant only serves one thing you know you're good.  Cheap. Amazing flavor.  Location was easy to find. Service was great. Enough English to get by. Just go to the North gate and walk west within the moat. It's an opening between two temples....,349andrei_
Khao Soi Khun Yai,"Best khao soi in Chiang Mai,not far from old city walking along the river about 2km.So many local foods you can try here","Hong Kong, China"
Khao Soi Khun Yai,"The best khao soi in chiang mai, no doubt. Friendly staff but speak very little english. Gets very busy around lunchtime. Must try if you're in chiang mai!","Ascot, United Kingdom"
Khao Soi Khun Yai,"Was here for late lunch in July. Very simple place, one long side of a large domestic garden, open-aired with roof. Nothing fancy about the place and dish presentation. Had a bowl of khao soi moo 40B and lotus root juice for 20B. Compared to...","Petah Tiqwa, Israel"
Khao Soi Khun Yai,Get here early to make sure to get a seat! Its worth the hype! Don’t need to tell you what to order here—Khao Soi. It’s a tiny bit off the side of the road FYI,"Bangkok, Thailand"
Khao Soi Khun Yai,"Taste like Malaysia Curry noodle but stronger taste with more coconut milk and spicy. First time know that salty vegetable can be good match with curry. Love it.
I have tried Khao Soi in other restaurants but the taste is reduced, this is the best...",Navigate827950
Khao Soi Khun Yai,"Great experience! The place does get busy but we were able to order and get an open seat at 12pm and get out food in a few minutes. 

Khao Soi - 5/5. The small is more of an appetizer portion but it is only 40...",960malika
Khao Soi Khun Yai,"Khao Soi (Spicy noodle with pork & chicken), only THB35 with lots of texture including softness of noodles, crunchiness from the fried noodles and lots of different taste as well like savoury, curry, a bit spicy, some local herbs, etc. Local Thai food is always...",adventbeard
Khao Soi Khun Yai,"We tried several other places that had good reviews but this place, hands down, is the best! She marinates the meat the night before so it’s rich in flavor and tender. It also was the cheapest we discovered! The smaller dish was enough for me...",orangetreat
Khao Soi Khun Yai,This was the best Khao Soi I’ve had.  We were forced to order the pork as they had already run out of chicken by 1pm but the pork was delicious.  Service is very slow but everyone is very nice. Authentic place with plastic tables and...,Reborn C
Khao Soi Khun Yai,"Almost 2 years since my last visit and it hasn't changed in the slightest, market food at its best. The large bowl of Khao Soi has gone up by 10 baht in 2 years, its now 50 baht (around £1.10). I will be back very...","Dubai, United Arab Emirates"
Khao Soi Khun Yai,Had heard Khao Soi was the food to beat in Chiang Mai and that Khun Yai was one of the best. My partner and I fell in love with this dish at first mouthful and this restaurant totally lived up to expectations. I had been...,"Clinton, Utah"
Khao Soi Khun Yai,This place is my biggest love. The khao soi is wonderful. Never had food like this. Together with the longan or lotus root drink.. It’s just perfect! Don’t need to say more!,"Sydney, Australia"
Khao Soi Khun Yai,I tried khao soi at a few different spots in Chiang Mai and this was by far my favorite. So cheap too!,dsbali
Khao Soi Khun Yai,"Read the review and gave this place a try,and no regret. The noodle (khao soi) was very nice and old flavors. I tried many khan soi before but this is by far one of the most delicious. The price is also good :)  ps. I...",phojus
Khao Soi Khun Yai,This is the best Khao Soi in Chiang Mai by far.. The flavours are incredible and for 40 baht !! You will be in food heaven for a as long as it takes to eat...,martinacs
Khao Soi Khun Yai,"I've tried many places in Chiang Mai and the surrounding areas for khao soi, and this place hands down had the best texture of all of the khao sois. The meats were stewed to perfect tenderness, and the crispy bits were a little thinner to...","Dubai, United Arab Emirates"
Khao Soi Khun Yai,"I was skeptical at first, since it got really a big name and all the hype, but they prove me wrong. This is indeeed the best khao soi in chiang mai area, and i already try all the famous khao soi branch here. Broth is...","Kata Beach, Thailand"
Khao Soi Khun Yai,I saw this place at one of food vlogger Mark Wiens. He recommended to try the khoi soi beef. It was absolutely delicious! Everything I love was in this dish. Just incredible!,sandgrownun18
Khao Soi Khun Yai,We went after watching the Netflix show Somebody feed Phil and must say it’s great. It has a quiet and nice terrace to eat. It’s a specialized restaurant in Khao Soi (not like other places that have a long menu) so it’s really good. We...,"Bandung, Indonesia"
Khao Soi Khun Yai,"The place is small, maybe only 30+ seats and only open from 10 am to 2 pm.
Word has obviously spread through social media among the student and backpacker society.
I was among many young foreign diners, who had come for the outstanding ""Khao soi"",...",227ailishh
Khao Soi Khun Yai,"It was super tasty. Hands down to this Unique and authentic dish! 
I would say this was my favorite dish i’ve tried in Chiang Mai.
If you drink too much, this one will be your favorite dish to get rid of your hangover 😂
Location...","Blackpool, United Kingdom"
Khao Soi Khun Yai,My girlfriend and I arrived about 30 minutes before they closed. The service was extremely friendly. You go up to the counter and order for yourself then they bring to your table. They were out of Beef and Chicken so we settled for the pork....,LittletTree
Khao Soi Khun Yai,"Tried khao soi all over Chiang Mai and THIS ONE was THE ONE.  Best flavor, best experience, best overall.  Cheap, delicious, perfect.",travelermei
Khao Soi Khun Yai,"Great flavor and it was cheap. It also had some spice to it. Only complaint would be about having to wait in a very long line, then a long time to get the food, but it's worth the wait.

The lotus drink was really good...",hellowolrd
Khao Soi Khun Yai,"Had the beef Khao soi, very lovely service, tender meat and great broth but not the best in Chiang mai","Hong Kong, China"
Khao Soi Khun Yai,"Nothing fancy here. Simple but delicious Khao Soi. Locals and tourist flock to this restaurant serving the delicious Khao Soi. Must come early to get a table and avoid the lunch hour rush. Or they might run out. Simple menu, Khao Soi with beef or...","New York City, New York"
Khao Soi Khun Yai,"Definitely go early and expect to wait. We waited an hour for our food, but it was 100% worth it. Delicious Khao soi!",himawanwidyandaru
Khao Soi Khun Yai,"Thais people + tourists so not easy to get a place but food : good !
2 choices beef or chicken
I tried both, small soup ...",Christopher A
Khao Soi Khun Yai,Incredibly flavoursome northern Thai food. Great service too. The curry chicken noodles are one of the best meals I have had in Thailand so far.,"Ho Chi Minh City, Vietnam"
Khao Soi Khun Yai,"Without doubt, even if not the 'best' khao soi in the city, it must be the cheapest!  60 baht for a large bowl of this extremely spicy and tasty dish is ridiculous.  Good food doesn't get any cheaper.  For the Khao Soi enthusiast, you should...",Matterintravel
Khao Soi Khun Yai,"The Khao Soi here is top notch.  It's all they make.. it's run by what looks like a mother/son and another lady.  You may have to wait a bit for a table, but it's well worth it...","Cedar Rapids, Iowa"
Khao Soi Khun Yai,If you like a little bit of spice get the Khao Soi.  Because of the ownership there is no beer but great place all around.,LiJames77
Khao Soi Khun Yai,"This place won’t win any awards for cleanliness, but it’s a great bowl of northern Thailand’s famous khao soi noodles. You’re sitting in a parking lots on plastics tables and chairs under an awning - the atmosphere is street food meets tailgate BBQ. And you...",536rickf
Khao Soi Khun Yai,Both large and small portions available. The juice drinks balance the spicy dishes excellently. 10/10.,"Xi'an, China"
Khao Soi Khun Yai,"True to hype, this place offered some of the tastiest Khao Soi noodles I’ve ever tasted. The local expertise in creating the soup base and the noodles were apparent and I really don’t think there are many kitchens in the world that can replicate this...",parrish194
Khao Soi Khun Yai,"Got the recommendation to go here from multiple people and it was the best khao soi we had in Chiang Mai. One thing to note though is all their khao soi has meat. If you are a vegetarian, you will not have options here. They...","Chiang Mai, Thailand"
Khao Soi Khun Yai,"Never had khao soi, this place recommended as best in Chiang mai, we we went. Absolutely delicious dish. Rustic hole in wall place but does a rip-roaring business! Packed, turn over is quick, so short wait. Food delivered quick, because always cooking big pots of...","Chicago, Illinois"
Khao Soi Khun Yai,When your restaurant only serves one thing you know you're good.  Cheap. Amazing flavor.  Location was easy to find. Service was great. Enough English to get by. Just go to the North gate and walk west within the moat. It's an opening between two temples....,349andrei_
Khao Soi Khun Yai,"The food here is so so good, the menu is really small but their Khao Soi is one of the best we’ve had in Thailand (and we’ve had a lot!). It’s also such a steal at only 40 baht a serving!! Will be returning",Taylor P
Khao Soi Khun Yai,We tried loads of khao suey restaurants and street vendors in Chiang Mai but this place stood out. The taste is authentic and outstanding. It’s only open 10am-2pm and is inexpensive (60 BHT for a beef khao suey),BigEastTraveler
Khao Soi Khun Yai,Get here early to make sure to get a seat! Its worth the hype! Don’t need to tell you what to order here—Khao Soi. It’s a tiny bit off the side of the road FYI,"Bangkok, Thailand"
Khao Soi Khun Yai,We loved this little place. It was only open from 10am to about 2pm. The Koi Soi here was amazing and is nicely balanced. It was the best we had during our 9 days in Chiang Mai - we kept going back for more!! ....,"Chiang Mai, Thailand"
Khao Soi Khun Yai,"Of course I had to eat at what’s been labeled the premier place for Northern Thailand’s premier dish: khao soi. It was excellent. It’s hearty, has a nice level of spice, and it’s super affordable. I got the beef, but I’m curious how it tastes...",BethyBrandino
Khao Soi Khun Yai,My Thai daughter in law told me I must experience the khao soi before I leave Chiang Mai - so I did. It is a must do if asked - I enjoyed the meal more than my other half who struggles with spicy food. Authentic...,"Hong Kong, China"
Khao Soi Khun Yai,"We tried several other places that had good reviews but this place, hands down, is the best! She marinates the meat the night before so it’s rich in flavor and tender. It also was the cheapest we discovered! The smaller dish was enough for me...",orangetreat
Khao Soi Khun Yai,"If you want to sample the original Khao Soi, this is one of the places! You really should try to be there before 12:00, best around 11:00, as the tables are always full of hungry guests.
The reason I did not give it the 5....",JJ380
Khao Soi Khun Yai,"you must to try in chiang mai, i found this from local chiang mai people. the flavor is authentic and delicious","Kingston upon Thames, United Kingdom"
Khao Soi Khun Yai,"For locals and visitors alike, this is Khao Soi at its best. They do very little else and have perfected the art of fast casual quality. Everything about this place is authentic. The total lack of profile, the ""unique"" order number system and the wait...",ravenret
Khao Soi Khun Yai,This place is my biggest love. The khao soi is wonderful. Never had food like this. Together with the longan or lotus root drink.. It’s just perfect! Don’t need to say more!,"Sydney, Australia"
Khao Soi Khun Yai,Friendly staffs and Delicious food.. Recommend to come early in the morning as the food finish really fast,"Melbourne, Australia"
Khao Soi Khun Yai,"What do you eat when in Chiang Mai?  Khao Soi...2 bowls.  Came here  because of Mark Wiens.  Had the chicken & beef.  Chicken was better, more tender.  Rich creamy broth and not too sweet.  Must try.",jrfloreals
Khao Soi Khun Yai,If you would like to taste a very good Khao Soi you jave to come here. It is open just 10:00am to 14:00pm on monday to saturday. All the time full with locals and farangs. The food is excellent and the Longan juice is a...,"Ogden, Utah"
Khao Soi Khun Yai,"We arrived late for lunch at 1:30 PM (open from 10AM to 2PM) so there was only Khao Soi pork left. They almost closed the doorway in front of us. I advice you to arrive between 12PM and 1PM.
The Khao Soi was very good,...",Wolfgangfaraway
Khao Soi Khun Yai,Their curry noodles is the best thing I’ve had here so far! If you need something spicy. Come here. Their staff is super nice and the place is super laid back and casual. Highly recommend!,"Pasadena, California"
Khao Soi Khun Yai,"This is another delicious Khao soi in town. Quiet neighbourhood, good seating area and nice service. Two size portions - go for the big one. Lovely food for good prices. Could go there everyday!",khizer_ak8
Khao Soi Khun Yai,"English menu, only locals, tried Khao Soi with chicken as well as with beef balls, the spicy sausage  and sausage in bacon. Loved the spicy sausage and the Khao Soi with beef balls. Good food, would recommend.","Phuket, Thailand"
Khao Soi Khun Yai,"This place typifies Thai food and culture! 

Off the road, open space, shack like appearance with the best Beef Curry you’ll ever have for 60BHT!!! 

Careful, it closes at 2pm and close to the time, can actually run out of the famous dish!",silliehbee
Khao Soi Khun Yai,Very creamy and flavourful Khao Soi. Good place to start if you want to sample Northern Thai food. Best time to go between 10am to 12pm.,"Islamabad, Pakistan"
Khao Soi Khun Yai,"Best of class Khao Soi that we encounter in our Chiang Mai trip. Broth has excellent depth of flavour and balance. I personally would have preferred a more al dente noodle but minor quibble to say the least. Beef, pork and chicken options to satisfy...",Pandaica
Khao Soi Khun Yai,"Delicious khao soi in a very unassuming setting (often these types of places have the best food, IMHO).  Warning:  make sure you go well before the closing time of 2pm.  We got there about 1:20 and they were out of beef.  So we had chicken...",Gnynot
Khao Soi Khun Yai,"Was told by someone to noy leave without stopping here n am so glad we did.  The coconut noodle soup is die for!  Getting a table is hard at lunch break,  so go early n b prepared to wait for a seat. Be warned,  u...","Bangkok, Thailand"
Khao Soi Khun Yai,Really lives up to its hype as the best curry noodles in Chiang Mai. One serving is not enough. Youll be asking for more.,oxoutcast
Khao Soi Khun Yai,"Fantastic Khao Soi served by these lovely, very helpful ladies! I am not really into that spicy food but that was something else! Also located at a very beautiful area!",So B
Khao Soi Khun Yai,"Good, thick Khao Soi (chicken) with nice, crispy noodles on top.  But my gold standard for Khao Soi isn't on TripAdvisor and it's not even in Chiang Mai.  Google ""ข้าวซอยสมควร"" Chiang Rai, which in my opinion is sweeter and they have mind blowing spicy, smoked...","Paris, France"
Pakorn's Kitchen,"Pakorn Kitchen should be your number one culinary destination in Chiang Mai. Let me repeat myself: if you love food, then make visiting Pakorn Kitchen a top priority!  

This unpretentious and affordable restaurant serves the best massamun curry in the city (if not the country)...",JaymesC9
Pakorn's Kitchen,"Oh my...thank you so much for the many compliments you've given!!!The best ""Kao Soi""and the""Masaman curry""in the country...really?Now that's a compliment that's golden!!! I'm so happy that customers truly enjoy the food that I prepare...come back as much you want and I will always prepare...",78lizzyf
Pakorn's Kitchen,"Up there with our favourite meals of the whole trip. We got the Khao soi because we were recommended it, and also the basil pork and chicken massaman curry (excuse spellings)! Amazing and so cheap","Portsmouth, United Kingdom"
Pakorn's Kitchen,Oh wow...Thailand is just a pure cullinary paradise and I think you can eat very well in many places but no to brag...eating at my place is really a good experience...I think so and sooooo many of my customers think the same! Oh so happy...,georgieh_269
Pakorn's Kitchen,"Food was amazing, recommend the basil pork and the massaman curry. All delicious and super cheap. Definitely going to return.","Portsmouth, United Kingdom"
Pakorn's Kitchen,"My ""Massaman curry"" is just out of this world isn't ...customers get instantly hooked trying it!!!The Basil pork ain't bad either,no?Come back often and enjoy it as much you want!Thank you and take care...""Pakorn""...",trich97
Pakorn's Kitchen,The food has been consistently tasty and carefully prepared every time I have eaten here. Very reasonable cost for very high quality food makes this top value.,"Chiang Mai, Thailand"
Pakorn's Kitchen,"Well,I guess the many years that I have been preparing all various types of tasty dishes have had a strong influence on my customers taste bubs!I can't complain...it's an art to do what I do etc.Please come back again and all the best...""Pakorn""...",431anniek
Pakorn's Kitchen,The food was delicious and service was good. The morning after was followed by painful cramps and hours on the toilet by 4/5 of our party. The only person who did not suffer ate vegetarian so stay clear of the meat.,"Brighton, United Kingdom"
Pakorn's Kitchen,"Exelent thai food and fruit  
 shakes,very freindly , fair price. We loved it do much we came back 3 times.","Hong Kong, China"
Pakorn's Kitchen,"I have been in Chiang Mai for three weeks and have been less than pleased by much of the Thai food that I’ve eaten. Happily I discovered Pakorn’s Kitchen today. I had the Pad Thai and it was perfectly delicious. The food, the atmosphere, and...",גיל ר
Pakorn's Kitchen,Every time I come close by to Pakorn's kitchen I like to come have a meal here the prices are good the service is fast. He definitely makes the best Tom yum Kung in Thailand.,bethDay
Pakorn's Kitchen,"Thanks for come here so mamy many times I very happy when you order Tom yum Kung more and more  spicy .And hope to see you again. Thank you
               Pakorn
              Chef and The Owner",Warrick J
Pakorn's Kitchen,"Pakorn’s serves very tasty Thai food, and modestly-priced.  The fruit shakes with no sugar and ice were a plus.  Several indoor and outdoor tables. The line of karaoke hostesses at the club right next door adds to the cultural experience.",TJD99
Pakorn's Kitchen,"Considering the restaurant here is famous and has a lot of foreign customers the food selection is all thai,not that its bad but you guys should at least give the customers the options to make the food less spicy for crying out loud,the food here...","Chiang Mai, Thailand"
Pakorn's Kitchen,"The food here was absolutely incredible.  It's difficult to find great tasting vegan food in Thailand, but Pakorn was able to cook up the most delicious vegan pad thai and stir fried basil dishes I have ever had.  We ended up eating there every evening...",trumperdumber
Pakorn's Kitchen,"Dear Mr.Danny
I am really happy that you love our food. I all hope to see you back here again!","Chiang Mai, Thailand"
Pakorn's Kitchen,They got the best shakes in chiang mai here! Also the food was very good. I surely recommend this place :),Danny D
Pakorn's Kitchen,"Ok first off, we ordered the green curry and one large bowl could feed a family. It was huge! Very delicious. I would definitely recommend.",ashleylauren992
Pakorn's Kitchen,"First restaurant we tried and Chiang Mai. We are still talking about how complex and delicious the pad Thai, Kao Soi, and Tom Yum all were. Check the place out!",Lipinski113
Pakorn's Kitchen,"Dear Michn47

Thank you that you enjoyed our food during your stay in Chiangmai. We very appreciate your visit in our small food shop. We look forward to your next visit in the near future. 
Best Wishes,
Pakorn
Chef & Owner","Wythenshawe, United Kingdom"
Pakorn's Kitchen,"If you want tasty and authentic Thai food prepared for you by a passionate chef then you should definitely head to Pakorn’s Kitchen. 

A small humble restaurant with a few plastic tables and chairs outside on the pavement, along with more seating inside next to...","Chiang Mai, Thailand"
Pakorn's Kitchen,"This is an absolute treasure of a restaurant, great food, great price and a wonderful host! I highly recommend this place. I stayed at Chiang Thai House and Pakorns Kitchen is right around the corner! 😊",Aalia J
